INFO 2025-05-24 13:28:33,769 autoreload 11 281473780428832 Watching for file changes with StatReloader
INFO 2025-05-24 13:28:53,113 autoreload 11 281473780428832 /app/config/settings.py changed, reloading.
INFO 2025-05-24 13:28:53,257 autoreload 13 281473163489312 Watching for file changes with StatReloader
INFO 2025-05-24 13:32:03,212 autoreload 13 281473163489312 /app/config/settings.py changed, reloading.
INFO 2025-05-24 13:32:03,463 autoreload 15 281473045950496 Watching for file changes with StatReloader
INFO 2025-05-24 13:33:14,719 autoreload 15 281473045950496 /app/config/settings.py changed, reloading.
INFO 2025-05-24 13:33:14,944 autoreload 17 281473212530720 Watching for file changes with StatReloader
INFO 2025-05-24 13:36:59,838 autoreload 17 281473212530720 /app/config/settings.py changed, reloading.
INFO 2025-05-24 13:37:00,049 autoreload 19 281473597980704 Watching for file changes with StatReloader
INFO 2025-05-24 13:37:13,311 autoreload 19 281473597980704 /app/config/settings.py changed, reloading.
INFO 2025-05-24 13:37:13,479 autoreload 21 281472821264416 Watching for file changes with StatReloader
INFO 2025-05-24 13:37:28,744 autoreload 21 281472821264416 /app/config/settings.py changed, reloading.
INFO 2025-05-24 13:37:28,885 autoreload 23 281473077518368 Watching for file changes with StatReloader
INFO 2025-05-24 13:37:46,201 autoreload 23 281473077518368 /app/config/settings.py changed, reloading.
INFO 2025-05-24 13:37:46,341 autoreload 25 281473301102624 Watching for file changes with StatReloader
INFO 2025-05-24 13:48:07,257 autoreload 25 281473301102624 /app/config/settings.py changed, reloading.
INFO 2025-05-24 13:48:07,442 autoreload 27 281473015447584 Watching for file changes with StatReloader
INFO 2025-05-24 13:48:17,654 autoreload 27 281473015447584 /app/config/settings.py changed, reloading.
INFO 2025-05-24 13:48:17,823 autoreload 29 281473154740256 Watching for file changes with StatReloader
INFO 2025-05-24 13:48:30,051 autoreload 29 281473154740256 /app/config/settings.py changed, reloading.
INFO 2025-05-24 13:48:30,233 autoreload 31 281473794203680 Watching for file changes with StatReloader
INFO 2025-05-24 13:52:01,696 autoreload 31 281473794203680 /app/config/settings.py changed, reloading.
INFO 2025-05-24 13:52:01,957 autoreload 33 281473575473184 Watching for file changes with StatReloader
INFO 2025-05-24 15:17:07,261 autoreload 7 281473372352544 Watching for file changes with StatReloader
INFO 2025-05-24 15:18:56,242 autoreload 7 281473634086944 Watching for file changes with StatReloader
INFO 2025-05-24 15:19:27,585 basehttp 7 281473542320544 "HEAD /api/v1/posts/ HTTP/1.1" 200 0
INFO 2025-05-24 15:23:15,756 autoreload 7 281473548075040 Watching for file changes with StatReloader
INFO 2025-05-24 15:24:59,143 autoreload 7 281473180622880 Watching for file changes with StatReloader
INFO 2025-05-24 15:26:08,674 autoreload 7 281473440215072 Watching for file changes with StatReloader
INFO 2025-05-24 15:28:27,510 autoreload 7 281473776398368 Watching for file changes with StatReloader
INFO 2025-05-24 15:30:22,615 autoreload 7 281473594109984 Watching for file changes with StatReloader
INFO 2025-05-24 15:31:40,750 autoreload 7 281472829464608 Watching for file changes with StatReloader
INFO 2025-05-24 15:33:13,065 autoreload 7 281473581232160 Watching for file changes with StatReloader
INFO 2025-05-24 15:37:02,406 autoreload 7 281472899104800 Watching for file changes with StatReloader
INFO 2025-05-24 15:40:11,020 autoreload 7 281472843870240 Watching for file changes with StatReloader
INFO 2025-05-24 15:47:13,793 autoreload 7 281472985677856 Watching for file changes with StatReloader
INFO 2025-05-24 18:01:29,252 autoreload 7 281473204486176 Watching for file changes with StatReloader
INFO 2025-05-24 18:15:23,574 autoreload 7 281473416843296 Watching for file changes with StatReloader
INFO 2025-05-24 18:15:34,322 autoreload 7 281473715429408 Watching for file changes with StatReloader
INFO 2025-05-24 18:19:57,400 autoreload 7 281473462874144 Watching for file changes with StatReloader
INFO 2025-05-24 18:20:39,499 autoreload 7 281473009205280 Watching for file changes with StatReloader
INFO 2025-05-24 20:15:32,921 autoreload 7 281473160060960 Watching for file changes with StatReloader
INFO 2025-05-24 20:16:34,094 autoreload 7 281473591824416 Watching for file changes with StatReloader
INFO 2025-05-24 20:25:14,697 autoreload 7 281473208016928 Watching for file changes with StatReloader
INFO 2025-05-24 20:27:02,224 autoreload 6 281472962105376 Watching for file changes with StatReloader
INFO 2025-05-24 20:29:26,804 autoreload 7 281472899977248 Watching for file changes with StatReloader
INFO 2025-05-24 20:29:38,336 basehttp 7 281472808317344 "GET /api/v1/site-settings HTTP/1.1" 200 106
INFO 2025-05-24 20:29:38,346 basehttp 7 281472808317344 "GET /api/v1/site-settings HTTP/1.1" 200 106
INFO 2025-05-24 20:29:43,435 basehttp 7 281472808317344 "GET /api/v1/site-settings HTTP/1.1" 200 106
INFO 2025-05-24 20:29:43,441 basehttp 7 281472808317344 "GET /api/v1/site-settings HTTP/1.1" 200 106
INFO 2025-05-24 20:29:50,269 basehttp 7 281472808317344 "GET /admin/sites/site/ HTTP/1.1" 302 0
INFO 2025-05-24 20:29:50,306 basehttp 7 281472808317344 "GET /admin/login/?next=/admin/sites/site/ HTTP/1.1" 200 4204
INFO 2025-05-24 20:29:50,319 basehttp 7 281472682488224 "GET /static/admin/js/theme.js HTTP/1.1" 200 1653
INFO 2025-05-24 20:29:50,320 basehttp 7 281472787345824 "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 200 2810
INFO 2025-05-24 20:29:50,320 basehttp 7 281472797831584 "GET /static/admin/css/dark_mode.css HTTP/1.1" 200 2808
INFO 2025-05-24 20:29:50,321 basehttp 7 281472776860064 "GET /static/admin/css/login.css HTTP/1.1" 200 951
INFO 2025-05-24 20:29:50,321 basehttp 7 281472692973984 "GET /static/admin/css/responsive.css HTTP/1.1" 200 16632
INFO 2025-05-24 20:29:50,322 basehttp 7 281472808317344 "GET /static/admin/css/base.css HTTP/1.1" 200 22154
INFO 2025-05-24 20:29:50,323 basehttp 7 281472692973984 "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 200 3063
WARNING 2025-05-24 20:29:50,332 log 7 281472692973984 Not Found: /favicon.ico
WARNING 2025-05-24 20:29:50,332 basehttp 7 281472692973984 "GET /favicon.ico HTTP/1.1" 404 4411
INFO 2025-05-24 20:29:57,899 basehttp 7 281472797831584 "POST /admin/login/?next=/admin/sites/site/ HTTP/1.1" 302 0
INFO 2025-05-24 20:29:57,917 basehttp 7 281472797831584 "GET /admin/sites/site/ HTTP/1.1" 200 16548
INFO 2025-05-24 20:29:57,938 basehttp 7 281472682488224 "GET /static/admin/js/jquery.init.js HTTP/1.1" 200 347
